age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
23.0,1,9.55,2.88,3.76,1.32,5.07,186.0,104.0,11.54,2,0,3,1
21.0,2,10.96,4.67,3.54,1.36,8.94,110.0,172.0,13.9,0,0,2,1
23.0,0,7.27,5.04,3.51,5.59,5.01,181.0,60.0,9.29,1,0,3,1
33.0,0,9.32,3.85,0.68,1.76,6.03,147.0,137.0,11.26,2,1,3,1
35.0,0,6.55,1.35,2.88,2.75,7.34,67.0,151.0,7.27,0,0,2,1
26.0,1,8.05,3.56,1.22,5.24,7.2,128.0,15.0,9.68,1,1,3,1
22.0,1,9.62,2.87,2.77,1.82,7.63,195.0,80.0,11.92,0,1,3,1
33.0,0,9.99,2.6,1.73,1.69,4.96,181.0,154.0,12.31,0,0,2,1
18.0,2,11.21,5.22,3.74,4.92,8.25,34.0,156.0,14.08,2,1,2,1
24.0,2,10.79,3.44,1.8,3.38,7.54,135.0,35.0,12.46,2,0,3,1
33.0,2,11.72,3.67,1.47,0.85,6.6,154.0,63.0,14.46,0,0,2,1
26.0,0,8.65,2.56,0.3,4.87,7.96,123.0,146.0,11.02,2,0,3,1
23.0,2,9.33,2.65,2.24,4.74,7.37,158.0,139.0,11.44,1,0,3,1
25.0,1,10.19,5.29,2.9,0.57,7.64,206.0,97.0,11.53,1,0,3,1
26.0,0,4.39,4.52,3.03,4.56,4.59,77.0,21.0,6.2,2,0,2,1
35.0,1,7.14,0.69,2.02,3.25,4.53,104.0,95.0,9.55,2,1,2,1
27.0,1,8.61,2.54,2.36,4.78,6.07,92.0,123.0,11.22,0,0,3,1
30.0,1,10.3,3.56,1.67,2.93,7.93,87.0,71.0,11.83,2,1,3,1
23.0,1,7.33,1.75,0.19,4.13,4.55,98.0,96.0,9.77,1,0,2,1
29.0,2,8.7,4.22,0.19,0.6,6.66,147.0,101.0,10.35,0,1,2,1
21.0,2,11.36,5.33,0.76,5.2,8.45,21.0,159.0,12.34,2,1,3,1
24.0,2,10.2,4.56,0.72,2.94,7.35,225.0,108.0,11.74,1,0,3,1
29.0,0,9.75,2.93,0.52,5.63,6.65,168.0,39.0,12.63,1,1,3,1
24.0,0,8.06,5.09,0.45,4.48,5.31,22.0,158.0,10.67,2,1,2,1
24.0,0,10.72,1.3,1.56,1.53,7.5,189.0,77.0,12.44,1,0,2,1
21.0,1,10.29,4.87,3.37,1.55,6.81,191.0,162.0,10.86,0,0,3,1
21.0,2,7.01,3.87,0.85,5.16,7.84,178.0,176.0,9.77,0,1,2,1
20.0,1,9.16,1.23,0.87,5.78,7.09,186.0,68.0,11.45,2,1,3,1
23.0,2,3.26,4.61,2.44,0.58,5.67,58.0,113.0,6.09,2,0,2,1
34.0,0,9.5,1.59,1.17,4.34,8.92,39.0,160.0,11.73,0,0,3,1
21.0,2,8.19,2.39,2.66,4.5,7.8,191.0,153.0,8.94,1,0,2,1
19.0,0,7.09,4.46,2.19,3.46,7.9,31.0,87.0,8.42,1,1,3,1
21.0,2,8.14,1.32,1.63,1.94,7.78,110.0,150.0,10.06,1,0,2,1
18.0,1,8.36,0.87,3.16,1.56,7.08,183.0,145.0,9.5,1,0,3,1
31.0,0,11.73,3.95,1.62,0.69,5.58,145.0,92.0,13.95,0,0,2,1
25.0,1,7.93,5.86,1.54,2.37,8.16,171.0,125.0,10.39,1,0,2,1
31.0,0,10.56,2.59,0.73,4.17,5.0,33.0,149.0,11.97,0,1,3,1
31.0,1,11.74,2.27,1.52,0.64,8.35,41.0,117.0,13.1,2,0,3,1
24.0,0,11.8,0.92,3.46,5.86,5.98,49.0,52.0,14.45,1,0,3,1
35.0,1,9.25,1.87,0.02,1.91,6.16,227.0,102.0,11.2,0,1,3,1
29.0,1,9.63,4.06,0.93,2.65,5.67,217.0,163.0,11.26,0,1,3,1
34.0,1,8.37,5.89,3.33,2.13,6.12,97.0,18.0,10.64,0,0,2,1
18.0,2,11.08,1.74,2.1,0.58,5.31,224.0,159.0,11.92,1,0,3,1
29.0,1,10.11,4.96,0.64,5.13,8.1,188.0,164.0,11.13,2,1,3,1
26.0,2,8.09,2.77,2.5,3.76,5.76,159.0,163.0,10.27,1,1,3,1
32.0,2,7.55,4.89,3.62,1.35,6.03,143.0,149.0,8.83,1,1,2,1
34.0,0,7.44,4.82,2.56,4.24,5.68,38.0,92.0,8.66,2,1,3,1
27.0,1,11.28,5.99,2.73,2.01,8.56,240.0,157.0,13.31,1,0,3,1
30.0,1,11.62,3.25,1.43,5.16,6.95,221.0,91.0,13.84,1,1,3,1
29.0,2,9.97,2.69,0.55,5.25,5.04,78.0,129.0,12.43,0,1,2,1
31.0,2,8.55,3.46,3.22,1.87,8.89,121.0,173.0,10.42,1,0,3,1
25.0,0,5.75,5.76,2.89,1.7,6.24,151.0,56.0,8.71,2,0,3,1
27.0,0,11.04,0.51,2.53,2.06,7.74,36.0,134.0,13.0,2,0,3,1
35.0,2,7.0,0.79,3.83,1.42,6.86,215.0,54.0,9.38,1,1,2,1
19.0,2,5.53,5.47,2.83,1.65,5.38,230.0,178.0,7.02,1,0,2,1
25.0,1,6.95,3.74,2.37,2.99,7.66,25.0,84.0,9.15,1,0,2,1
32.0,1,7.98,5.9,0.67,4.01,8.41,210.0,113.0,9.61,0,1,3,1
23.0,1,11.47,1.69,2.82,4.33,8.27,64.0,94.0,13.54,0,0,2,1
25.0,1,7.63,4.36,0.71,1.43,6.37,29.0,155.0,9.08,0,1,3,1
20.0,2,11.62,1.44,2.27,0.58,6.87,217.0,131.0,14.19,1,1,2,1
24.0,0,8.62,2.1,1.38,4.2,8.92,186.0,60.0,10.38,2,0,2,1
20.0,2,8.38,3.84,3.08,1.14,8.61,180.0,110.0,8.97,1,0,2,1
21.0,0,11.92,3.89,3.74,1.84,8.45,153.0,108.0,13.09,0,0,3,1
27.0,2,10.08,3.69,1.49,3.91,8.55,244.0,90.0,10.71,1,1,3,1
32.0,0,6.56,1.69,0.65,1.34,8.86,129.0,163.0,9.27,1,1,2,1
23.0,1,4.92,5.81,1.58,4.16,5.08,119.0,41.0,6.57,1,1,3,1
28.0,0,9.17,0.67,3.28,2.28,6.91,95.0,118.0,10.11,0,0,2,1
19.0,0,11.01,5.64,3.97,5.26,8.8,175.0,128.0,12.28,0,0,3,1
34.0,0,8.56,3.37,3.41,2.62,5.32,216.0,162.0,9.63,2,0,3,1
18.0,2,6.65,5.43,1.97,1.02,4.7,213.0,176.0,8.96,2,1,2,1
20.0,0,6.12,5.53,0.95,2.5,6.99,225.0,154.0,8.31,2,1,3,1
32.0,1,4.34,4.81,3.1,4.35,7.74,153.0,180.0,5.93,0,0,2,1
20.0,2,8.6,3.25,3.02,5.57,5.44,238.0,119.0,9.58,2,0,3,1
23.0,1,7.46,2.52,1.4,1.25,6.78,77.0,166.0,10.38,0,0,2,1
34.0,0,10.23,5.82,3.1,2.47,8.32,173.0,54.0,12.26,1,1,2,1
29.0,2,10.75,5.43,2.75,2.83,8.81,114.0,70.0,11.89,0,0,3,1
24.0,1,8.42,5.56,3.68,4.8,8.3,114.0,127.0,10.64,2,0,3,1
29.0,2,7.01,5.47,2.45,3.92,8.82,194.0,97.0,8.46,0,0,3,1
33.0,0,6.23,5.78,3.21,1.53,8.59,88.0,67.0,7.16,1,0,2,1
32.0,2,8.12,4.01,0.05,4.6,8.19,221.0,149.0,10.87,2,1,3,1
35.0,1,5.91,4.43,0.01,3.99,6.64,77.0,20.0,7.05,0,0,3,1
32.0,2,3.52,4.18,0.29,3.11,8.91,246.0,166.0,4.96,0,0,3,1
28.0,2,10.34,5.22,0.71,2.52,6.83,43.0,101.0,12.77,2,0,3,1
33.0,0,4.39,5.63,2.38,4.08,6.6,125.0,41.0,6.6,1,0,2,1
23.0,0,7.26,5.68,2.79,2.76,8.89,91.0,154.0,8.22,2,0,3,1
33.0,1,7.65,5.96,0.47,2.06,7.99,202.0,126.0,9.18,2,0,3,1
24.0,2,8.48,4.92,1.91,3.45,8.26,248.0,122.0,9.65,0,1,3,1
18.0,1,8.6,5.64,3.55,4.87,5.04,99.0,89.0,9.37,2,1,2,1
25.0,1,10.24,4.76,1.75,2.51,8.16,119.0,21.0,12.02,1,1,3,1
30.0,0,8.68,0.81,0.42,2.83,5.61,219.0,30.0,9.47,2,1,2,1
31.0,0,10.43,4.25,3.55,1.13,8.4,153.0,16.0,13.03,2,0,3,1
21.0,0,9.06,1.12,3.5,1.52,4.76,212.0,158.0,9.73,0,0,2,1
18.0,1,8.49,1.4,1.4,1.67,7.87,125.0,172.0,10.71,0,1,2,1
23.0,2,5.05,4.49,2.98,2.02,8.96,209.0,21.0,6.48,2,1,2,1
31.0,0,8.41,3.21,0.71,3.29,6.81,185.0,91.0,9.57,2,1,3,1
30.0,1,3.25,4.27,1.4,0.51,7.38,193.0,115.0,4.62,0,0,2,1
22.0,0,10.02,2.6,2.85,3.44,5.95,232.0,71.0,12.14,0,1,3,1
26.0,1,8.52,4.69,1.06,2.22,8.52,100.0,140.0,10.93,0,0,2,1
25.0,1,7.64,3.54,1.32,2.85,6.58,224.0,118.0,9.71,0,0,2,1
27.0,2,4.91,4.02,0.83,1.86,8.66,39.0,32.0,7.13,1,0,2,1
26.0,0,9.84,2.31,0.36,3.01,8.39,239.0,178.0,11.44,1,1,3,1
29.0,2,6.47,2.81,0.74,3.47,8.71,214.0,91.0,7.09,2,1,2,1
22.0,2,11.61,4.88,0.66,1.95,7.46,102.0,55.0,14.12,0,1,3,1
31.0,1,3.5,4.01,0.16,3.24,6.51,140.0,75.0,6.25,1,1,2,1
29.0,2,3.39,4.42,1.72,1.83,5.05,120.0,107.0,3.9,0,1,3,1
28.0,2,10.36,2.96,3.97,5.37,5.01,130.0,69.0,12.02,2,1,3,1
35.0,1,4.2,4.22,1.67,4.66,8.72,190.0,36.0,7.13,1,0,2,1
34.0,1,11.32,4.41,2.23,1.67,5.16,31.0,44.0,11.86,0,1,2,1
35.0,2,11.01,5.03,1.95,3.21,8.85,84.0,142.0,12.6,2,1,3,1
30.0,0,4.84,4.42,1.54,1.3,5.72,93.0,125.0,7.27,1,0,3,1
29.0,2,3.19,4.85,3.56,3.01,4.84,56.0,49.0,5.86,0,0,2,1
26.0,1,9.01,5.44,3.72,2.43,4.87,220.0,101.0,9.9,2,0,3,1
19.0,0,10.52,2.15,2.9,2.24,6.91,73.0,162.0,12.73,1,1,2,1
32.0,2,4.16,4.29,0.28,1.13,5.22,222.0,140.0,4.83,2,0,2,1
24.0,1,7.96,5.03,1.69,5.5,6.81,144.0,38.0,10.18,2,1,2,1
20.0,1,9.31,5.29,3.46,1.66,8.72,182.0,144.0,12.17,0,0,3,1
35.0,2,11.2,2.08,2.76,0.72,8.07,77.0,156.0,12.38,2,0,2,1
31.0,2,9.16,4.95,0.79,1.13,5.7,115.0,169.0,12.01,2,1,2,1
29.0,0,3.89,5.15,2.63,5.71,8.5,67.0,18.0,5.22,1,1,3,1
35.0,2,10.54,4.56,3.77,3.49,5.47,195.0,96.0,12.47,0,1,3,1
30.0,2,9.97,1.75,2.61,0.79,4.82,161.0,126.0,11.56,0,0,2,1
21.0,1,7.7,4.89,0.63,2.35,6.54,103.0,176.0,9.21,0,1,2,1
29.0,0,8.56,1.09,2.43,5.35,6.6,83.0,146.0,9.96,1,1,2,1
20.0,0,7.1,5.08,3.54,4.63,8.77,144.0,22.0,9.15,0,0,3,1
22.0,2,9.17,5.94,2.81,3.92,8.43,103.0,81.0,10.06,1,1,2,1
18.0,0,11.25,2.65,1.7,1.22,6.01,150.0,159.0,13.1,1,0,3,1
19.0,0,8.43,4.5,2.95,3.03,4.7,204.0,77.0,8.96,1,1,2,1
24.0,1,3.03,4.01,3.77,2.27,7.35,243.0,26.0,5.95,2,0,3,1
33.0,1,11.85,5.98,0.01,3.14,4.53,162.0,156.0,14.65,1,0,3,1
34.0,0,8.96,5.17,2.65,3.84,6.54,31.0,77.0,11.24,0,0,3,1
34.0,2,8.5,0.57,1.81,2.58,5.01,50.0,176.0,10.73,1,0,2,1
21.0,2,10.78,5.97,0.99,5.01,5.39,200.0,41.0,13.03,2,1,2,1
23.0,1,5.46,4.69,3.69,2.43,5.32,56.0,159.0,7.6,0,1,2,1
34.0,0,9.36,3.45,3.16,1.1,8.79,194.0,89.0,11.57,1,0,2,1
27.0,1,6.73,3.52,3.34,5.63,8.68,80.0,49.0,8.38,0,1,2,1
25.0,2,10.99,4.5,3.07,1.18,7.2,67.0,26.0,12.95,2,0,3,1
22.0,2,11.78,3.02,3.86,0.72,7.48,99.0,81.0,13.57,0,0,3,1
20.0,1,11.41,3.61,1.97,3.67,4.98,123.0,106.0,14.05,0,1,2,1
24.0,1,9.81,4.57,2.99,4.29,6.28,72.0,154.0,11.75,1,0,3,1
24.0,1,8.78,3.78,0.09,4.83,5.6,52.0,159.0,9.79,2,1,2,1
30.0,2,5.63,5.6,3.73,5.8,6.87,152.0,176.0,6.62,2,0,3,1
19.0,0,6.95,5.2,3.05,0.68,7.5,216.0,162.0,9.75,1,0,2,1
25.0,0,8.19,5.41,1.61,5.0,5.9,132.0,117.0,9.92,2,0,3,1
28.0,1,7.33,3.77,0.04,5.57,6.06,162.0,31.0,8.09,0,0,2,1
29.0,0,8.89,1.55,1.75,5.34,5.95,55.0,168.0,10.15,0,0,2,1
28.0,0,8.41,1.17,1.31,2.48,8.45,156.0,68.0,10.23,0,0,2,1
24.0,2,8.1,5.79,2.12,5.66,7.66,137.0,29.0,10.28,1,0,3,1
33.0,0,8.38,3.07,3.74,1.03,7.25,58.0,23.0,10.95,0,1,2,1
33.0,0,8.75,1.59,3.55,5.25,5.48,48.0,75.0,10.83,1,1,2,1
23.0,1,8.07,2.79,2.9,0.61,5.27,170.0,141.0,9.49,2,1,2,1
19.0,2,11.95,0.98,3.62,3.33,7.23,59.0,154.0,13.22,1,1,2,1
33.0,1,9.77,1.48,0.58,0.7,4.86,71.0,30.0,12.01,1,0,2,1
35.0,1,11.79,5.87,0.44,0.68,5.81,236.0,160.0,12.62,1,0,2,1
19.0,0,9.01,1.99,1.41,4.97,6.48,131.0,145.0,10.9,0,1,2,1
33.0,1,10.81,2.17,1.93,5.12,8.46,64.0,47.0,12.83,2,0,3,1
18.0,0,10.77,3.66,1.44,5.17,7.58,145.0,141.0,12.79,2,1,3,1
23.0,0,7.61,4.6,0.6,4.87,8.49,50.0,104.0,10.32,1,0,2,1
27.0,0,9.22,1.15,0.3,5.02,7.38,70.0,112.0,10.8,0,1,3,1
32.0,2,4.38,4.68,2.35,3.77,7.26,167.0,149.0,5.12,0,1,2,1
29.0,1,5.84,4.17,0.35,2.08,5.31,222.0,37.0,7.39,2,1,2,1
23.0,0,11.57,1.08,3.2,3.37,6.47,99.0,91.0,12.26,1,1,3,1
28.0,0,6.36,1.31,3.91,4.01,8.47,117.0,146.0,9.31,0,0,2,1
20.0,1,7.98,0.53,3.77,5.44,6.16,55.0,33.0,10.44,1,0,2,1
31.0,2,6.94,3.94,1.53,2.05,6.78,180.0,74.0,7.53,2,1,2,1
21.0,0,9.51,1.24,3.51,5.96,8.02,55.0,174.0,10.66,0,1,2,1
20.0,0,10.66,0.88,0.27,5.24,6.32,247.0,160.0,11.78,2,1,2,1
35.0,1,10.9,3.05,0.03,5.28,7.81,244.0,38.0,12.82,0,0,2,1
25.0,2,8.14,1.14,2.65,4.2,7.15,35.0,160.0,9.4,0,0,3,1
26.0,0,3.81,4.87,3.85,5.63,7.66,55.0,145.0,6.19,0,0,2,1
31.0,0,9.66,2.46,2.68,3.37,5.16,248.0,81.0,12.62,1,1,3,1
24.0,2,4.8,5.55,2.98,5.41,5.94,68.0,94.0,5.79,1,0,2,1
28.0,1,9.52,0.89,0.55,5.93,7.97,155.0,155.0,10.36,0,1,3,1
29.0,1,10.51,4.68,3.93,5.9,8.35,232.0,163.0,13.5,2,1,3,1
18.0,2,11.44,2.0,3.58,2.53,7.5,33.0,70.0,12.73,2,1,2,1
33.0,2,9.67,0.9,1.6,5.46,7.66,244.0,103.0,10.83,2,1,2,1
20.0,1,4.32,5.05,3.8,0.54,8.35,150.0,82.0,6.91,1,1,2,1
20.0,1,10.72,2.27,1.81,4.76,8.38,153.0,65.0,13.4,1,0,2,1
26.0,1,4.26,4.6,2.16,4.61,6.43,169.0,117.0,5.66,0,0,2,1
22.0,1,8.2,4.8,3.57,3.31,7.91,129.0,51.0,9.89,2,1,3,1
22.0,2,9.77,4.42,1.59,0.92,5.23,81.0,160.0,12.36,1,0,3,1
22.0,1,5.22,5.74,0.19,5.03,4.88,174.0,171.0,8.04,0,0,3,1
30.0,0,8.94,2.68,3.55,3.49,8.95,44.0,61.0,9.95,2,0,2,1
30.0,0,8.12,4.78,3.36,1.06,6.93,218.0,145.0,9.54,2,0,2,1
29.0,0,10.28,2.02,1.95,0.67,5.91,120.0,91.0,11.45,0,0,3,1
27.0,0,8.93,5.07,2.02,3.71,7.62,29.0,119.0,11.2,0,1,3,1
25.0,0,11.07,2.6,3.25,5.95,7.71,171.0,19.0,13.83,2,1,2,1
25.0,0,3.87,5.19,0.1,3.07,4.65,78.0,15.0,6.49,0,0,3,1
31.0,0,10.51,4.04,1.74,2.97,7.23,88.0,113.0,12.62,0,1,3,1
21.0,2,6.8,3.17,1.69,2.26,6.62,192.0,162.0,8.61,1,0,2,1
27.0,0,4.96,5.63,1.38,0.81,8.67,117.0,169.0,7.71,2,1,2,1
31.0,1,8.03,4.26,2.01,5.88,6.41,215.0,147.0,10.85,1,0,2,1
20.0,0,6.73,1.94,3.55,3.54,4.52,247.0,158.0,7.3,0,1,2,1
23.0,1,6.32,2.11,2.42,1.09,5.86,83.0,122.0,7.67,0,1,2,1
24.0,0,8.37,3.01,1.88,4.72,5.63,197.0,64.0,9.9,2,1,2,1
22.0,1,10.32,0.81,0.46,1.45,6.79,25.0,37.0,12.76,2,1,3,1
32.0,2,11.61,3.9,0.64,3.44,5.32,64.0,54.0,12.51,0,1,3,1
24.0,0,4.81,4.26,2.44,4.44,7.51,173.0,86.0,7.78,0,1,3,1
34.0,2,10.75,2.36,1.77,1.96,5.81,39.0,77.0,13.71,2,1,3,1
21.0,2,8.66,5.03,2.65,2.69,6.46,180.0,48.0,11.46,0,0,2,1
21.0,1,9.47,5.37,1.54,1.11,8.1,123.0,115.0,10.3,2,1,2,1
26.0,1,8.53,2.72,1.65,2.56,7.46,198.0,112.0,10.46,1,1,2,1
26.0,0,7.76,3.49,3.71,3.2,8.99,173.0,126.0,9.15,1,0,2,1
21.0,1,7.9,4.06,3.63,5.05,4.82,62.0,93.0,9.89,2,0,3,1
26.0,2,4.17,5.64,3.01,3.89,6.27,124.0,29.0,5.22,1,0,2,1
32.0,0,8.02,1.32,1.43,5.7,5.44,38.0,151.0,10.86,2,0,3,1
27.0,2,8.12,3.21,1.52,3.94,5.91,201.0,173.0,8.63,2,1,3,1
35.0,2,7.15,0.89,3.54,5.41,5.62,67.0,31.0,7.94,1,1,2,1
27.0,1,9.32,3.25,3.98,5.38,8.85,132.0,70.0,10.01,2,1,3,1
35.0,0,10.67,5.0,1.8,0.64,8.27,33.0,16.0,11.3,1,1,3,1
18.0,2,9.22,2.76,1.37,4.58,5.16,133.0,133.0,10.85,2,0,3,1
35.0,0,10.84,4.15,0.14,2.38,8.92,52.0,26.0,11.97,2,1,3,1
35.0,1,9.43,2.36,1.77,4.1,6.37,216.0,67.0,10.47,1,1,3,1
25.0,1,9.2,1.69,2.14,4.04,6.42,223.0,37.0,11.86,1,0,2,1
25.0,0,10.89,4.93,3.28,1.3,8.26,40.0,62.0,11.65,1,1,3,1
23.0,0,7.14,5.95,1.43,4.22,8.14,228.0,61.0,10.01,1,1,2,1
27.0,1,10.44,3.57,0.83,3.15,8.46,193.0,88.0,13.16,2,0,3,1
20.0,0,11.84,3.41,3.57,4.7,6.61,148.0,53.0,13.08,0,0,3,1
27.0,0,8.33,1.44,3.26,5.25,7.39,46.0,87.0,9.23,2,0,2,1
34.0,0,11.31,5.32,1.62,2.1,6.87,115.0,98.0,13.11,1,1,2,1
29.0,2,11.9,2.03,1.02,4.19,6.12,87.0,124.0,12.53,2,1,3,1
24.0,0,9.58,5.73,3.57,4.66,6.89,24.0,16.0,11.65,0,1,3,1
28.0,1,6.78,4.89,1.12,3.6,5.28,49.0,115.0,8.89,1,1,2,1
32.0,2,5.6,5.84,1.57,5.83,6.85,51.0,96.0,6.92,1,1,2,1
31.0,0,11.7,4.48,2.88,4.69,6.25,143.0,175.0,12.84,0,1,2,1
18.0,0,8.93,2.83,0.65,4.23,5.68,100.0,164.0,11.53,2,0,2,1
23.0,0,7.11,3.02,3.49,5.22,6.68,121.0,120.0,9.88,0,0,2,1
24.0,0,8.39,1.59,0.04,2.15,8.01,184.0,165.0,11.39,1,1,2,1
31.0,0,7.35,2.86,1.82,4.39,7.13,195.0,157.0,8.84,1,0,2,1
18.0,1,10.8,5.82,0.41,0.69,7.68,135.0,177.0,13.61,0,1,2,1
35.0,2,7.14,3.51,0.03,4.28,4.72,67.0,77.0,10.12,2,0,2,1
35.0,0,10.04,3.56,1.18,3.02,6.27,65.0,58.0,11.95,0,0,3,1
25.0,0,9.01,4.39,1.27,1.45,5.65,175.0,143.0,9.6,2,0,3,1
27.0,1,9.46,5.35,3.69,5.01,7.23,62.0,136.0,12.36,2,0,3,1
22.0,2,9.15,1.13,2.69,3.07,5.07,220.0,101.0,11.67,1,1,2,1
26.0,2,7.32,1.82,2.29,0.66,6.69,249.0,49.0,8.03,0,0,2,1
27.0,0,8.0,1.01,1.18,1.21,7.72,76.0,103.0,10.53,0,1,2,1
27.0,2,8.94,1.73,3.02,3.05,5.11,235.0,111.0,11.09,2,0,3,1
25.0,2,5.14,4.86,0.6,1.12,7.41,160.0,142.0,5.72,0,1,2,1
21.0,2,11.37,1.94,1.88,2.75,6.54,207.0,175.0,12.19,0,1,2,1
33.0,0,5.81,4.27,0.6,0.62,7.56,207.0,15.0,6.52,1,0,3,1
31.0,0,9.4,3.13,1.62,1.45,7.83,88.0,116.0,11.11,2,1,3,1
30.0,0,8.89,3.65,1.89,1.45,6.31,178.0,170.0,11.09,1,1,3,1
32.0,0,7.17,1.04,1.45,1.02,4.63,148.0,83.0,8.45,1,0,2,1
21.0,2,11.99,2.15,0.69,2.36,5.22,171.0,54.0,13.12,1,0,3,1
20.0,2,9.81,4.22,2.18,2.96,7.59,153.0,115.0,10.37,2,0,2,1
23.0,1,9.11,5.19,2.38,5.83,7.12,145.0,78.0,10.79,0,1,3,1
27.0,2,10.15,5.58,0.21,3.23,6.94,141.0,75.0,11.73,2,0,3,1
26.0,2,8.59,5.77,0.34,2.67,8.15,131.0,132.0,10.69,1,0,2,1
23.0,2,8.59,3.59,3.04,5.96,5.97,61.0,68.0,11.06,1,0,3,1
23.0,1,11.99,2.37,3.1,4.53,5.16,26.0,165.0,13.78,0,1,2,1
35.0,0,10.98,3.87,3.01,4.63,7.33,66.0,94.0,13.1,1,0,2,1
27.0,2,10.08,3.2,0.61,3.38,8.15,151.0,88.0,11.85,2,1,3,1
20.0,1,9.98,1.91,2.53,4.26,6.66,225.0,138.0,12.62,2,0,2,1
21.0,2,11.71,0.52,2.18,5.0,8.74,21.0,152.0,14.5,1,1,2,1
23.0,1,10.8,3.78,2.74,1.32,6.72,146.0,28.0,12.09,1,0,2,1
21.0,1,10.53,1.35,0.32,5.07,7.47,136.0,175.0,13.42,2,1,3,1
29.0,2,10.66,5.76,1.03,3.57,8.5,228.0,99.0,12.74,1,1,3,1
20.0,2,8.97,4.75,3.51,5.96,7.36,68.0,121.0,11.02,2,1,3,1
26.0,1,6.25,1.79,2.06,3.57,7.95,122.0,56.0,8.98,1,0,2,1
19.0,1,8.92,4.8,2.54,1.2,4.93,56.0,138.0,11.46,0,0,2,1
23.0,2,5.15,4.45,3.69,5.24,7.06,52.0,63.0,6.88,1,0,3,1
24.0,2,11.26,2.79,3.66,3.21,5.38,46.0,42.0,12.06,1,0,3,1
33.0,2,11.59,5.98,2.42,4.92,7.45,184.0,66.0,13.95,2,1,3,1
25.0,2,9.66,2.3,2.27,2.31,7.27,55.0,63.0,12.26,1,0,2,1
27.0,1,10.18,4.42,0.33,1.35,7.7,182.0,54.0,12.53,1,0,2,1
20.0,0,7.76,5.77,1.88,0.92,7.94,228.0,66.0,10.55,1,1,3,1
20.0,0,9.99,5.35,1.89,2.55,5.94,226.0,87.0,10.56,1,0,3,1
23.0,0,10.56,5.56,3.92,3.44,8.58,171.0,159.0,12.72,0,0,2,1
18.0,0,10.33,3.19,1.12,5.01,6.05,202.0,62.0,11.26,0,0,2,1
18.0,0,10.0,2.36,1.97,2.68,6.46,222.0,26.0,11.8,0,1,2,1
19.0,0,10.22,3.72,2.75,2.62,7.91,92.0,80.0,13.01,2,1,2,1
25.0,1,11.32,0.7,0.57,4.1,6.62,178.0,26.0,12.43,2,1,2,1
34.0,2,10.09,1.68,1.66,5.56,8.43,242.0,161.0,11.4,2,0,3,1
26.0,2,4.59,4.73,1.89,4.69,4.79,136.0,104.0,5.85,0,0,2,1
31.0,2,8.77,5.02,2.67,5.38,5.51,189.0,157.0,11.51,2,0,3,1
22.0,0,4.39,4.74,0.22,4.98,6.44,132.0,126.0,5.9,1,0,2,1
31.0,1,11.19,4.32,1.01,1.54,7.09,27.0,135.0,13.29,1,0,2,1
18.0,2,4.13,4.84,0.91,1.39,6.66,123.0,70.0,6.12,0,0,3,1
28.0,1,8.5,1.42,1.66,0.63,5.68,117.0,103.0,9.33,1,1,3,1
21.0,1,7.51,5.13,0.31,2.86,6.93,145.0,74.0,10.21,0,1,2,1
23.0,1,8.37,5.9,1.47,2.44,8.18,210.0,121.0,9.13,2,0,3,1
28.0,2,10.23,3.46,1.05,4.79,7.87,150.0,21.0,12.6,0,1,3,1
29.0,0,8.84,5.85,2.68,5.21,6.88,230.0,31.0,10.18,2,0,2,1
28.0,0,10.48,5.7,3.79,5.83,7.44,130.0,26.0,13.39,0,1,2,1
30.0,1,5.3,4.79,0.31,5.74,6.72,102.0,155.0,7.78,0,1,3,1
24.0,2,4.84,4.64,1.69,2.98,7.09,25.0,145.0,5.76,2,0,3,1
24.0,1,9.13,4.32,1.89,0.69,5.34,182.0,33.0,11.14,1,0,2,1
35.0,1,9.26,1.4,0.57,0.55,6.25,55.0,48.0,10.44,1,0,3,1
31.0,1,9.92,4.45,1.91,3.6,8.94,58.0,126.0,11.46,1,1,3,1
29.0,2,7.03,0.7,0.41,1.85,7.46,25.0,52.0,9.45,2,0,2,1
35.0,2,10.62,1.6,2.07,0.7,6.65,48.0,73.0,11.22,1,1,2,1
28.0,2,11.37,3.74,3.06,1.29,5.09,108.0,82.0,14.07,0,1,3,1
21.0,0,6.01,0.65,1.26,3.56,8.6,139.0,139.0,6.94,0,1,2,1
23.0,0,6.63,3.74,3.47,1.72,6.88,220.0,109.0,7.39,2,1,2,1
26.0,1,8.39,2.73,3.78,2.93,5.49,116.0,29.0,10.81,1,0,2,1
34.0,0,7.22,4.32,1.34,1.59,8.22,231.0,145.0,7.97,0,1,2,1
21.0,0,6.01,2.78,2.2,5.11,6.86,23.0,77.0,8.23,1,0,2,1
24.0,0,5.27,4.52,2.14,2.01,7.96,201.0,91.0,6.3,2,1,3,1
18.0,0,11.93,4.31,2.13,1.89,7.02,136.0,15.0,14.77,2,1,3,1
24.0,2,8.99,0.55,2.84,3.75,7.2,85.0,15.0,10.67,1,1,2,1
33.0,0,10.18,5.07,0.24,5.94,6.18,164.0,126.0,13.17,2,0,3,1
23.0,0,10.45,2.97,2.77,1.2,6.44,89.0,137.0,11.56,1,0,2,1
